id,scientificName,species,genus,family,phylum,class,eventDate,decimalLatitude,decimalLongitude,depth,minimumDepthInMeters,maximumDepthInMeters,country,locality,marine,basisOfRecord
00d682be-8a90-4a64-b550-69d75e2aedc1,Halichoeres nigrescens,Halichoeres nigrescens,Halichoeres,Labridae,Chordata,Teleostei,,9.246019,79.211491,,,,India,,True,PreservedSpecimen
00d87694-0cd9-4f7d-ab0a-afa88fababef,Dascyllus trimaculatus,Dascyllus trimaculatus,Dascyllus,Pomacentridae,Chordata,Teleostei,1829-07-02T12:00:00Z,15.0,90.0,,,,,Bay of Bengal,True,HumanObservation
00d97d4e-5f2c-4dba-9e0e-f8528c736bc7,Johnius,,Johnius,Sciaenidae,Chordata,Teleostei,2023-01-09,21.7039168,89.2609951,,,,,Sundarbans West Wildlife Sanctuary,True,MachineObservation
00daf121-90d2-40f1-b086-7cfc8a2aa1ef,Anyperodon leucogrammicus,Anyperodon leucogrammicus,Anyperodon,Epinephelidae,Chordata,Teleostei,,5.9417,73.4,,,,Maldives,,True,PreservedSpecimen
00db5b86-b583-4c85-88c1-7b3b5d131fdc,Dascyllus abudafur,Dascyllus abudafur,Dascyllus,Pomacentridae,Chordata,Teleostei,2022-08-05T06:41:00+05:00,4.2256487181,73.5196594859,,,,,,True,HumanObservation
00e095e3-86c4-48be-ab07-28e7126c7878,Plicofollis dussumieri,Plicofollis dussumieri,Plicofollis,Ariidae,Chordata,Teleostei,1966-09-22T12:00:00Z,11.8999996185,79.9000015259,,,,India,"""India: Pondicherry State; Pondicherry, Vaithikuppam Fishing Village (Bay of Bengal). Caught Within ca. 3-8 Miles of Village. Purchased At Pondicherry """"Big Market"""".""",True,PreservedSpecimen
00e0db37-7bde-44f8-95a5-a371c2e7c7ba,Etroplus suratensis,Etroplus suratensis,Etroplus,Cichlidae,Chordata,Teleostei,1956-02-25,23.681,81.02,,,,India,"Karwa, Indien",False,preservedspecimen
00e1ce62-405e-4930-ac5e-462b60375fbe,Alepes melanoptera,Alepes melanoptera,Alepes,Carangidae,Chordata,Teleostei,1986/1987,11.483,79.8167,,,,India,Parangipettai,True,HumanObservation
00e22b0a-b82e-49ce-af33-45dd3298af92,Chaetodipterus zonatus,Chaetodipterus zonatus,Chaetodipterus,Ephippidae,Chordata,Teleostei,1976-02-25,13.0,88.0,,,,El Salvador,JIQUILISCO B.,True,preservedspecimen
00e259b0-f7c7-4764-9e1e-96d81b16cb6b,Periophthalmus barbarus,Periophthalmus barbarus,Periophthalmus,Gobiidae,Chordata,Teleostei,,11.636634,92.736503,,,,India,,True,PreservedSpecimen
00e4c170-d315-4086-93a0-6c3a2b973772,Trinectes inscriptus,Trinectes inscriptus,Trinectes,Achiridae,Chordata,Teleostei,1960-07-11,24.0,79.0,,,,,GR BAHAMA BNK,True,preservedspecimen
00e56755-d50f-46c6-8c53-c13641e3d369,Engraulidae,,,Engraulidae,Chordata,Teleostei,2023-01-09,21.7933133,89.2810876,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
00e5de40-0b21-4189-87d4-8024bb41431c,Coilia brachygnathus,Coilia brachygnathus,Coilia,Engraulidae,Chordata,Teleostei,2023-01-09,21.7566388,89.2229824,,,,,Sundarban west wildlife sanctuary,False,MachineObservation
00e5e8c1-2be3-48a4-a5aa-17f2b7b334a4,Ctenochaetus striatus,Ctenochaetus striatus,Ctenochaetus,Acanthuridae,Chordata,Teleostei,2018-09-19T15:08:02+05:00,4.2285457248,73.5433593367,,,,,,True,HumanObservation
00e6c784-0b85-4ab0-b233-d453dced2789,Stethojulis strigiventer,Stethojulis strigiventer,Stethojulis,Labridae,Chordata,Teleostei,1988/1989,10.55,72.63,,,,,"Kavaratti,Lakshadweep",True,HumanObservation
00e77268-ba8d-4df5-816a-76df66865b22,Caranx heberi,Caranx heberi,Caranx,Carangidae,Chordata,Teleostei,,6.973559,79.858421,,,,Sri Lanka,,True,PreservedSpecimen
00e7f4be-70b9-4c55-81e4-15fcbafdb102,Gerres filamentosus,Gerres filamentosus,Gerres,Gerreidae,Chordata,Teleostei,,18.986038,72.812443,,,,India,,True,PreservedSpecimen
00e8399b-0a67-4fba-a0c7-d195ce23308a,Coryphaena hippurus,Coryphaena hippurus,Coryphaena,Coryphaenidae,Chordata,Teleostei,,0.36680555,67.6668,,,,,,True,Occurrence
00e91bd9-10cd-4de4-ae65-304f4a9d773d,Abudefduf vaigiensis,Abudefduf vaigiensis,Abudefduf,Pomacentridae,Chordata,Teleostei,2024-01-27T12:51:00+05:00,4.269479,73.489087,,,,,,True,HumanObservation
00e997cf-dd5d-41ee-9f27-c3fc9a657db0,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,3.2347533333333,74.6538999999999,,,,,,True,Occurrence
00e9b46f-2339-4bc3-9cab-222ea4fda1fa,Cynoglossus lingua,Cynoglossus lingua,Cynoglossus,Cynoglossidae,Chordata,Teleostei,1822,19.966667,72.71667,,,,,Dahanu Creek,True,HumanObservation
00e9f6e2-bb4f-4a44-8ce2-5a0bdee3ed2a,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,4.01686666666669,74.1174666666669,,,,,,True,Occurrence
00ea5e6e-b878-428b-bda1-e21627c35496,Sphyraena forsteri,Sphyraena forsteri,Sphyraena,Sphyraenidae,Chordata,Teleostei,2020-02-24T11:37:00+01:00,0.7396402724,73.4293852665,,,,,,True,HumanObservation
00eb4fdd-9e07-428a-b43e-8344ec8be113,Istiblennius lineatus,Istiblennius lineatus,Istiblennius,Blenniidae,Chordata,Teleostei,1836-07-02T00:00:00Z,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
00eb81fd-ab7c-44b4-a18c-f8cad097a639,Saccogaster maculata,Saccogaster maculata,Saccogaster,Bythitidae,Chordata,Teleostei,,20.29167,88.84999999999998,353.1900024414062,353.1900024414062,,India,"Bay of Bengal, 20°17'30""N, 88°51'E, Investigator sta. 14, 193 fm.",True,preservedspecimen
00eb960b-c0d4-4cc2-af49-9811e843803a,Lates calcarifer,Lates calcarifer,Lates,Latidae,Chordata,Teleostei,2023-01-08,21.827841,89.1954232,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
00ecd99b-7130-4956-a566-905434d83f07,Lutjanus rivulatus,Lutjanus rivulatus,Lutjanus,Lutjanidae,Chordata,Teleostei,2023-04-21T09:34:00+05:30,11.9126804925,93.1515133123,,,,,,True,HumanObservation
00f082ed-9c97-4ad2-92d5-dbbfffe4dd64,Cephalopholis miniata,Cephalopholis miniata,Cephalopholis,Epinephelidae,Chordata,Teleostei,2020-09-16,3.5945310645,72.8863007548,,,,,,True,HumanObservation
00f0c579-f5ad-4275-a934-92674b3d93b8,Istiophorus platypterus,Istiophorus platypterus,Istiophorus,Istiophoridae,Chordata,Teleostei,1792-07-02T00:00:00Z,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
00f0f367-e6ed-4591-a9a3-f375c692b936,Sardinella sindensis,Sardinella sindensis,Sardinella,Dorosomatidae,Chordata,Teleostei,1940-12-26,17.693622,83.297597,,,,India,Vishakhapatnam (Vizagapatam).,True,PreservedSpecimen
00f1ab01-66e6-4004-a1ef-72bd383c7268,Mene maculata,Mene maculata,Mene,Menidae,Chordata,Teleostei,1973-10-23,24.804823,66.974397,,,,Pakistan,Off Karachi.,True,PreservedSpecimen
00f2bf17-763c-4621-9631-9ec3d2c414c7,Lagocephalus inermis,Lagocephalus inermis,Lagocephalus,Tetraodontidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,16.0,16.0,16.0,,"Pamban, Ramanathapuram",True,HumanObservation
00f54100-b35d-442a-a09d-d387ee243371,Actinopteri,,,,Chordata,,2023-01-08,21.8284425,89.1949998,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
00f5511e-11da-419c-a616-13328fcf9573,Chaetodon trifasciatus,Chaetodon trifasciatus,Chaetodon,Chaetodontidae,Chordata,Teleostei,,3.080833,72.96575,,,,Maldives,Faafu_Atoll,True,PreservedSpecimen
00f58de9-5ccc-4a5e-9263-b16a8d2593ea,Scuticaria tigrina,Scuticaria tigrina,Scuticaria,Muraenidae,Chordata,Teleostei,1829-07-02T12:00:00Z,10.0,93.0,,,,,Andaman,True,HumanObservation
00f5b823-0e21-47b4-aace-e4540ef9c91e,Dussumieria acuta,Dussumieria acuta,Dussumieria,Dussumieriidae,Chordata,Teleostei,1847-07-02T12:00:00Z,18.9666671753,72.8000030518,,,,,Bombay,True,HumanObservation
00f6d62e-b530-4924-9d2c-188485365ef8,Ambassis nalua,Ambassis nalua,Ambassis,Ambassidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,4.0,4.0,4.0,,"Sethukarai, Ramanathapuram",True,HumanObservation
00f6f697-78cb-40a1-92be-3cdf1a93046a,Platycephalus indicus,Platycephalus indicus,Platycephalus,Platycephalidae,Chordata,Teleostei,2009,10.2693,79.3264,,,,India,Mallipattinam,True,HumanObservation
00f7ae6d-8ade-48ac-a7e4-bfeee2add195,Melichthys indicus,Melichthys indicus,Melichthys,Balistidae,Chordata,Teleostei,2014-01-19T09:03:00+05:00,3.8787697177,73.3663344378,,,,,,True,HumanObservation
00f7d7c1-b1b2-417e-87db-fbe9db902b33,Epinephelus coioides,Epinephelus coioides,Epinephelus,Epinephelidae,Chordata,Teleostei,1822-07-02T12:00:00Z,11.1166667938,92.8166656494,,,,,Andaman Islands,True,HumanObservation
00f80525-c3c4-4971-974d-88a54777d1c9,Chaetodon falcula,Chaetodon falcula,Chaetodon,Chaetodontidae,Chordata,Teleostei,2026-02-26T15:54:00+05:00,5.2562501,73.1637253,,,,,,True,HumanObservation
00f8066b-6174-4d5a-b60b-d762b9acd970,Chelonodontops patoca,Chelonodontops patoca,Chelonodontops,Tetraodontidae,Chordata,Teleostei,2019-09-13,15.4168040854,73.9352861486,,,,,,True,HumanObservation
00f947c3-e4da-4310-b60d-a17ed37715af,Cetoscarus ocellatus,Cetoscarus ocellatus,Cetoscarus,Scaridae,Chordata,Teleostei,2024-03-23T11:16:00+05:00,3.6520817685,72.9508834073,,,,,,True,HumanObservation
00fa1c3c-80a9-4ce7-a37c-630b0f382c1d,Katsuwonus pelamis,Katsuwonus pelamis,Katsuwonus,Scombridae,Chordata,Teleostei,,6.5701166666667,73.7209666666669,,,,,,True,Occurrence
00fb2298-4b90-46bc-9605-cd8211e026e4,Odonus niger,Odonus niger,Odonus,Balistidae,Chordata,Teleostei,2022-11-09T16:07:21+05:30,14.0185805405,74.3274021149,,,,,,True,HumanObservation
00fe4bfc-0ceb-4584-a757-bfd3fdf5f35c,Ctenochaetus striatus,Ctenochaetus striatus,Ctenochaetus,Acanthuridae,Chordata,Teleostei,2025-03-14T10:32:00+05:00,4.221986362,72.8595937333,,,,,,True,HumanObservation
0101cece-24d2-4b13-94c5-2972a7b598e2,Enchelycore carychroa,Enchelycore carychroa,Enchelycore,Muraenidae,Chordata,Teleostei,1966-11-20,12.0,69.0,2.0,,2.0,Neth Antilles,CURACAO PLAJA GRANDE,True,preservedspecimen
010270da-5fdd-438f-8628-40aa81994e4c,Cephalopholis miniata,Cephalopholis miniata,Cephalopholis,Epinephelidae,Chordata,Teleostei,2024-08-07T10:40:02+05:00,4.0051336399,72.9497277741,,,,,,True,HumanObservation
0103bae1-3fe0-4a56-9a9d-969909ed4a3a,Naso unicornis,Naso unicornis,Naso,Acanthuridae,Chordata,Teleostei,2018-03-01T09:27:00+07:00,11.9606224508,93.0568502039,,,,,,True,HumanObservation
01059ab6-a59f-4786-a33c-6d1328fe431e,Balistoides conspicillum,Balistoides conspicillum,Balistoides,Balistidae,Chordata,Teleostei,2025-04-06T09:34:44+05:00,4.078813,72.94887,,,,,,True,HumanObservation
0105ca37-5d39-4f1b-a8ce-f196c2a59253,Lutjanus gibbus,Lutjanus gibbus,Lutjanus,Lutjanidae,Chordata,Teleostei,1991-09-25,7.217,79.85,,,,Sri Lanka,,True,PreservedSpecimen
0105f6b5-30a3-4dbc-ab64-b6971c9d1c18,Platax orbicularis,Platax orbicularis,Platax,Ephippidae,Chordata,Teleostei,2018-03-09T07:18:00+08:00,3.202778,73.22068,,,,,,True,HumanObservation
0107cab2-55a8-4abe-b16e-66b35c8cc1eb,Monotaxis heterodon,Monotaxis heterodon,Monotaxis,Lethrinidae,Chordata,Teleostei,2026-01-09T15:00:00+05:00,5.132638,72.937853,,,,,,True,HumanObservation
0107deb7-d0e1-4402-a488-da11f7ac1737,Naso brevirostris,Naso brevirostris,Naso,Acanthuridae,Chordata,Teleostei,2025-11-30T12:31:00+05:00,4.2005336598,73.5085083531,,,,,,True,HumanObservation
01083fc3-c252-4bcd-94e9-851f3daf6a3e,Halichoeres scapularis,Halichoeres scapularis,Halichoeres,Labridae,Chordata,Teleostei,2019-07-24T17:11:00+05:00,3.6047477462,72.9569620176,,,,,,True,HumanObservation
0108cd8e-8a05-4948-87f8-2f94bdf971c2,Dysomma muciparus,Dysomma muciparus,Dysomma,Synaphobranchidae,Chordata,Teleostei,,15.94722,81.55833,472.13999938964844,439.2000122070313,505.0799865722656,India,"Bay of Bengal, 15°56'50""N, 81°33'30""E, Investigator sta. 120, 240-276 fm.",True,preservedspecimen
0109b9dc-850e-4c2e-8c3a-2930b20c7f39,Coilia ramcarati,Coilia ramcarati,Coilia,Engraulidae,Chordata,Teleostei,2023-01-08,21.827841,89.1954232,,,,,Sundarbans West Wildlife  Sanctuary,True,MachineObservation
010aaa34-0b5e-45d6-b833-bdc4c582312f,Hippocampus spinosissimus,Hippocampus spinosissimus,Hippocampus,Syngnathidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,10.0,10.0,10.0,,Mandapam South,True,HumanObservation
010b8c43-3488-48c3-a087-4b8e38bf3bfa,Acanthurus triostegus,Acanthurus triostegus,Acanthurus,Acanthuridae,Chordata,Teleostei,2024-09-16T11:24:01+05:30,8.7222010997,81.2043933,,,,,,True,HumanObservation
010c2bf3-04c5-4e37-9e35-ca5480c16929,Engraulidae,,,Engraulidae,Chordata,Teleostei,2023-01-09,21.7566388,89.2229824,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
010e5228-7b55-4a3e-bc21-a5c75274c13e,Hipposcarus harid,Hipposcarus harid,Hipposcarus,Scaridae,Chordata,Teleostei,2022-03-16T10:28:00+05:00,5.2554808716,73.1647123529,,,,,,True,HumanObservation
010e631f-b0c1-4db7-9ffa-645f2d5225be,Sphyraena obtusata,Sphyraena obtusata,Sphyraena,Sphyraenidae,Chordata,Teleostei,,24.051933,67.361786,,,,Pakistan,,True,PreservedSpecimen
010ee634-0fb7-44ac-a07b-fd02c5696f84,Heniochus diphreutes,Heniochus diphreutes,Heniochus,Chaetodontidae,Chordata,Teleostei,2023-12-20T11:45:00+05:00,3.5554292131,72.9334253859,,,,,,True,HumanObservation
010ff761-5911-4150-89fa-cb53985d6243,Pterygotrigla macrorhynchus,Pterygotrigla macrorhynchus,Pterygotrigla,Triglidae,Chordata,Teleostei,2025-04-09,8.48033,75.45056,325.0,200.0,450.0,,Sakthikulangara,True,HumanObservation
010ffe6b-18d0-4d93-acc9-931e308ed8c9,Scolopsis bimaculata,Scolopsis bimaculata,Scolopsis,Nemipteridae,Chordata,Teleostei,1828,8.383333,79.73333,,,,,"Bar Reef Marine Sanctuary, Sri Lanka",True,HumanObservation
01105caf-62f0-430e-a98b-3fce8c2363de,Barbulifer ceuthoecus,Barbulifer ceuthoecus,Barbulifer,Gobiidae,Chordata,Teleostei,1972-04-28,9.0,79.0,1.0,,1.0,Panama,COLON DEVILS BEACH,True,preservedspecimen
01109af5-c50d-4279-a701-4882ffcae684,Minous monodactylus,Minous monodactylus,Minous,Synanceiidae,Chordata,Teleostei,,21.475718,87.053976,,,,India,,True,PreservedSpecimen
01109d9a-ecc5-401b-acc9-ec9a857aca1a,Johnius dussumieri,Johnius dussumieri,Johnius,Sciaenidae,Chordata,Teleostei,2002/2011,8.9532,78.8867,,,,India,Gulf of Mannar,True,HumanObservation
011186b0-fb91-4969-b861-abecc0719afc,Rastrelliger kanagurta,Rastrelliger kanagurta,Rastrelliger,Scombridae,Chordata,Teleostei,2010-06-04/2010-07-17,11.22001667,74.96275,200.0,200.0,200.0,,Calicut,True,HumanObservation
0111ec1a-d0f9-4eb3-a4d5-0c114cff7bb4,Naucrates ductor,Naucrates ductor,Naucrates,Carangidae,Chordata,Teleostei,1758-07-02T12:00:00Z,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
011220b3-0df1-4b76-bd5d-8b4717a8d36c,Synodus variegatus,Synodus variegatus,Synodus,Synodontidae,Chordata,Teleostei,2025-02-22T13:57:23+05:30,14.0199955801,74.3282155875,,,,,,True,HumanObservation
01124c81-5825-4520-beed-8d508743d291,Heniochus pleurotaenia,Heniochus pleurotaenia,Heniochus,Chaetodontidae,Chordata,Teleostei,2026-03-23T07:35:00+05:00,4.2788165582,72.7744904644,,,,,,True,HumanObservation
0112e13a-d712-432e-a4f6-230173bf996f,Brachypterois serrulata,Brachypterois serrulata,Brachypterois,Scorpaenidae,Chordata,Teleostei,,11.48737,79.760916,,,,India,,True,PreservedSpecimen
0112f396-21e7-411c-81cf-25c735ea8232,Coryphaena hippurus,Coryphaena hippurus,Coryphaena,Coryphaenidae,Chordata,Teleostei,,2.62036666666669,89.6204666666669,,,,,,True,Occurrence
011562cd-cf9b-426d-802b-891580e644a4,Nemapteryx,,Nemapteryx,Ariidae,Chordata,Teleostei,2023-01-09,21.7933049,89.2808746,,,,,Sundarban's west wildlife sanctuary,True,MachineObservation
0115f3f7-05c5-45df-b695-ad0f835ab08e,Macrognathus pancalus,Macrognathus pancalus,Macrognathus,Mastacembelidae,Chordata,Teleostei,1822,19.766666,85.333336,,,,,"Chilka Lake, Orissa, India",False,HumanObservation
01174382-96b4-4dcc-89df-a9ce539043c5,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,Cirrhitichthys,Cirrhitidae,Chordata,Teleostei,2025-02-10T07:31:36+05:30,11.9760415497,92.987556383,,,,,,True,HumanObservation
01178fb5-1830-4b60-8a5a-a6c04ddfdfb6,Canthigaster bennetti,Canthigaster bennetti,Canthigaster,Tetraodontidae,Chordata,Teleostei,2022-07-09T10:33:00+05:00,5.297289,73.058953,,,,,,True,HumanObservation
0118b2a2-ee51-44f5-8854-0bcb9bd440c9,Sciaenidae,,,Sciaenidae,Chordata,Teleostei,2023-01-09,21.7932097,89.2813127,,,,,Sundarban West Wildlife Sanctuary,True,MachineObservation
01190e4c-128c-4045-9268-7bf171e8fbba,Parapercis alboguttata,Parapercis alboguttata,Parapercis,Pinguipedidae,Chordata,Teleostei,2025-03-11,7.2867,76.4951,325.0,200.0,450.0,,Sakthikulangara,True,HumanObservation
0119157e-edf0-4413-b6ab-881e76be51a8,Anguilla bengalensis,Anguilla bengalensis,Anguilla,Anguillidae,Chordata,Teleostei,2011,11.98333333,79.86666667,,,,,Coromondal coast,True,HumanObservation
011a25ef-6ee1-4681-b570-3426592559fb,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,4.15099999999999,66.1509999999999,,,,,,True,Occurrence
011adf04-6ad2-4e97-9929-211b073864f3,Thryssa purava,Thryssa purava,Thryssa,Engraulidae,Chordata,Teleostei,1822,19.766666,85.333336,,,,,"Chilka Lake, Orissa, India",True,HumanObservation
011b82c2-8f78-4179-a64c-2523ce1ce639,Mystus gulio,Mystus gulio,Mystus,Bagridae,Chordata,Teleostei,1822-07-02T12:00:00Z,18.9750003815,72.8258361816,,,,,"Mumbai , Maharashtra, India",False,HumanObservation
011bd543-1f44-49f1-9b7d-1fcc747338de,Pterocaesio tile,Pterocaesio tile,Pterocaesio,Caesionidae,Chordata,Teleostei,2015-04-07T11:53:00+05:00,3.202778,73.22068,,,,,,True,HumanObservation
011c5b3a-429d-497e-b1e1-c10c5af5cb5b,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,3.7545,73.8383333333329,,,,,,True,Occurrence
011cec8a-ca2c-4acf-88d0-15c1333d55cf,Naso brevirostris,Naso brevirostris,Naso,Acanthuridae,Chordata,Teleostei,2024-08-09T02:54:00+05:00,0.5045509535,73.4518304588,,,,,,True,HumanObservation
011fb7e8-cbd4-4ac9-8e0d-ab330e2d68d1,Epinephelus merra,Epinephelus merra,Epinephelus,Epinephelidae,Chordata,Teleostei,2025-12-27T12:37:05+05:00,5.3359908874,73.6548220611,,,,,,True,HumanObservation
01214a68-815e-42c8-8755-95191151cee0,Channa striata,Channa striata,Channa,Channidae,Chordata,Teleostei,1937-01-22,14.960987,74.707741,,,,India,"Yellapur, Kanara.",False,PreservedSpecimen
01232027-9ae5-48fb-b21e-55354f7bf6fc,Brotula multibarbata,Brotula multibarbata,Brotula,Brotulidae,Chordata,Teleostei,1846,13.0925,80.29444,,,,,"Chennai, Tamil Nadu, India",True,HumanObservation
0124b298-be67-4fd0-bbf1-133623348983,Turrum gymnostethus,Turrum gymnostethus,Turrum,Carangidae,Chordata,Teleostei,,9.271098,80.814225,,,,Sri Lanka,,True,PreservedSpecimen
012520b3-96bc-4962-93c8-876c58752536,Chlorophthalmus corniger,Chlorophthalmus corniger,Chlorophthalmus,Chlorophthalmidae,Chordata,Teleostei,2006/2010,12.4395,93.41,635.0,200.0,1070.0,,Andaman Sea,True,HumanObservation
0126f05c-b96d-4e9a-9a0b-cf59d01f883e,Otolithoides biauritus,Otolithoides biauritus,Otolithoides,Sciaenidae,Chordata,Teleostei,1849,19.95,72.7667,,,,,Savta Creek,True,HumanObservation
01278ec3-3fcc-43d8-9548-741c99aeef39,Plotosus lineatus,Plotosus lineatus,Plotosus,Plotosidae,Chordata,Teleostei,1941-01-22,9.246019,79.211491,,,,India,Krusadi I. (Kursadi Tivu).,True,PreservedSpecimen
0128bf8b-7040-4eb1-820a-1f7bbbd12256,Callogobius,,Callogobius,Gobiidae,Chordata,Teleostei,,5.0,81.0,,,,,,True,PreservedSpecimen
0129e229-55b4-49da-aaf3-09bd4cbe6c08,Arothron immaculatus,Arothron immaculatus,Arothron,Tetraodontidae,Chordata,Teleostei,2019-01-19T09:10:00+05:00,1.828403333,73.4431275016,,,,,,True,HumanObservation
012b33e4-4e50-443e-8acc-5c15022f39c3,Dischistodus perspicillatus,Dischistodus perspicillatus,Dischistodus,Pomacentridae,Chordata,Teleostei,2025-03-20T13:49:39+05:30,11.9760415497,92.987556383,,,,,,True,HumanObservation
012b3716-9553-4afc-bcd4-523d9a334d25,Echeneis naucrates,Echeneis naucrates,Echeneis,Echeneidae,Chordata,Teleostei,2018-03-19T16:05:00+05:00,5.108305,73.213023,,,,,,True,HumanObservation
012b823d-ffc6-4abb-b35e-5f802920f875,Naso brevirostris,Naso brevirostris,Naso,Acanthuridae,Chordata,Teleostei,2019-12-19T16:27:51+05:00,4.2602847262,72.9674247596,,,,,,True,HumanObservation
012bc75b-68be-41f5-b557-72fd54c1c6cb,Scatophagus argus,Scatophagus argus,Scatophagus,Scatophagidae,Chordata,Teleostei,2023-01-09,21.7039313,89.2610014,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
012c6035-b745-4733-8cf0-3d9867609f8a,Parupeneus macronemus,Parupeneus macronemus,Parupeneus,Mullidae,Chordata,Teleostei,2025-02-28T12:38:36+05:30,11.9760415497,92.987556383,,,,,,True,HumanObservation
012d7800-8d91-4ec4-9abd-6bc082cb80c4,Petroscirtes xestus,Petroscirtes xestus,Petroscirtes,Blenniidae,Chordata,Teleostei,2000/2002,8.26,73.04,,,,,Minicoy Lagoon,True,HumanObservation
012ec098-03e9-45da-ad83-fa0c98e11f19,Thunnus albacares,Thunnus albacares,Thunnus,Scombridae,Chordata,Teleostei,,2.9222166666667,94.3856433333329,,,,,,True,Occurrence
012f6684-b778-43e0-93a0-145272ece298,Bathypterois atricolor,Bathypterois atricolor,Bathypterois,Ipnopidae,Chordata,Teleostei,1998/2007,12.4779,73.2697,350.0,200.0,500.0,,Southwest coast of India,True,HumanObservation
012f8431-2b6b-486d-b55e-8cde471e2494,Sufflamen fraenatum,Sufflamen fraenatum,Sufflamen,Balistidae,Chordata,Teleostei,,11.0,76.0,,,,inde,,True,PreservedSpecimen
012f9301-aea8-4d89-9439-51617332ae7c,Scarus ghobban,Scarus ghobban,Scarus,Scaridae,Chordata,Teleostei,1775-07-02T12:00:00Z,10.0,93.0,,,,,Andaman,True,HumanObservation
012fd89c-5921-463d-8f8e-e434f2f92166,Puntius,,Puntius,Cyprinidae,Chordata,Teleostei,2009-11-06,21.217617,94.9189,,,,Myanmar,Oxbow Lake off Ayeyarwaddy River.,False,PreservedSpecimen
0131973e-291a-41e2-bb73-49e00fbf346d,Halichoeres nebulosus,Halichoeres nebulosus,Halichoeres,Labridae,Chordata,Teleostei,2022-07-03T11:02:00+05:00,5.2935537961,73.0590853614,,,,,,True,HumanObservation
013304d0-5818-4ac7-86f3-c990ef6e47a1,Plagiotremus phenax,Plagiotremus phenax,Plagiotremus,Blenniidae,Chordata,Teleostei,,4.435107,73.499342,,,,Maldives,,True,PreservedSpecimen
0134b1d3-b26b-42b3-895a-d6fe44f1ae34,Toxotes,,Toxotes,Toxotidae,Chordata,Teleostei,2023-01-09,21.7933133,89.2810876,,,,,Sundarban west wildlife sanctuary,False,MachineObservation
01351df2-5c94-40e2-b1ca-8de362bbec41,Harpadon nehereus,Harpadon nehereus,Harpadon,Synodontidae,Chordata,Teleostei,,20.3667,71.7833,,,,,,True,PreservedSpecimen
013587a4-fa86-4fac-bbaf-0936feafeba5,Ariosoma anago,Ariosoma anago,Ariosoma,Congridae,Chordata,Teleostei,,8.5,79.0,,,,,Gulf of Mannar,True,HumanObservation
0135dc4b-8ec7-4bf1-a201-63c19bf5402c,Balistapus undulatus,Balistapus undulatus,Balistapus,Balistidae,Chordata,Teleostei,2024-12-10T00:17:00+05:00,4.2605122373,72.990432036,,,,,,True,HumanObservation
01361fb8-3dd4-437e-b4b8-a7afceea44ea,Abudefduf septemfasciatus,Abudefduf septemfasciatus,Abudefduf,Pomacentridae,Chordata,Teleostei,2025-03-22T12:13:00+05:30,5.9419574257,80.4626762867,,,,,,True,HumanObservation
01398f07-7da0-47f6-b6bf-6f6aa62c88be,Solenostomus paradoxus,Solenostomus paradoxus,Solenostomus,Solenostomidae,Chordata,Teleostei,2018-04-22T17:02:00+02:00,4.4558979,73.5594128,,,,,,True,HumanObservation
0139a63f-634c-4793-9fad-e67187076d2b,Chaetodon collare,Chaetodon collare,Chaetodon,Chaetodontidae,Chordata,Teleostei,2010-03-14T11:53:36-04:00,3.9870284,73.4977747,,,,,,True,HumanObservation
0139b242-15e7-4acc-ab50-e5f5ad7980f4,Chlorurus sordidus,Chlorurus sordidus,Chlorurus,Scaridae,Chordata,Teleostei,2019-04-01T08:58:00-05:00,10.9400487437,72.2971918082,,,,,,True,HumanObservation
013a6e95-3b39-4a39-9edf-062a48032b02,Dascyllus carneus,Dascyllus carneus,Dascyllus,Pomacentridae,Chordata,Teleostei,2026-05-05T16:13:00+05:00,1.8211302091,73.4023325621,,,,,,True,HumanObservation
013b191f-dc91-465d-8810-dd027f0295fc,Thunnus albacares,Thunnus albacares,Thunnus,Scombridae,Chordata,Teleostei,,4.15099999999999,89.9055,,,,,,True,Occurrence
01402c84-9a9e-4d59-acb7-056adc1a909a,Acanthurus thompsoni,Acanthurus thompsoni,Acanthurus,Acanthuridae,Chordata,Teleostei,2021-11-28T10:42:00+05:30,0.8480194755,73.4057771487,,,,,,True,HumanObservation
01406f4d-0537-4682-94e1-0de0ff326815,Thunnus albacares,Thunnus albacares,Thunnus,Scombridae,Chordata,Teleostei,,3.8383333333333,86.8049,,,,,,True,Occurrence
